Filename,r-base,ms-deberta,distilb,r-large,albert,Mittelwert
"700728 — HCO Bulletin — Exteriorization Intensive Flub and False Declares, An  [B043-076].txt",0.0,0.2,1.0,0.0,0.4,0.3
720503 — HCO Bulletin — Havingness  [B012-101].txt,1.0,0.2,1.1,99.9,0.4,20.5
580715 — HCO Bulletin — Carrying On  [B034-051].txt,0.1,0.2,1.6,0.0,0.5,0.5
710727 Issue 2 — HCO Bulletin — EP of Word Clearing  [B011-122].txt,0.0,0.2,0.9,0.0,0.4,0.3
651021 — HCO Bulletin — Release Rehabilitation  [B031-029].txt,0.1,0.3,1.0,1.9,0.4,0.7
770614 — HCO Bulletin — Paid Completions Simplified  [B101-011].txt,0.0,0.2,1.1,0.0,0.3,0.3
590626 — HCO Bulletin — 'The following article appeared recently in the London City Press...'  [B023-085].txt,81.5,0.3,4.7,94.5,5.1,37.2
690426 — HCO Bulletin — Somatics  [B042-038].txt,0.1,0.2,1.1,2.7,0.6,1.0
580614 — HCO Bulletin — Standardization of Clear Processes for Guidance and Use of the HGCs  [B034-044].txt,0.1,0.3,2.6,100.0,0.5,20.7
711220 — HCO Bulletin — Use of Correction Lists  [B011-274].txt,0.1,0.2,1.0,0.0,0.5,0.4
600219 — HCO Bulletin — Letter from a PC  [B024-053].txt,1.3,0.2,4.0,99.9,0.5,21.2
650505 — HCO Bulletin — Application - More on the Application of Scientology to Children  [B031-010].txt,0.1,0.2,1.3,0.0,0.4,0.4
640712 — HCO Bulletin — More on O-Ws  [B040-022].txt,0.1,0.3,1.0,0.0,0.3,0.3
630220 — HCO Bulletin — Routine 2 & 3 Model Session  [B153-003].txt,0.0,0.2,1.0,0.0,0.4,0.3
720816 — HCO Bulletin — Flubless CSing  [B012-142].txt,0.0,0.2,0.9,0.0,0.3,0.3
580220 — HCO Bulletin — How to Test for Clear  [B022-021].txt,0.1,0.3,1.8,99.6,1.0,20.6
690411 — HCO Bulletin — Dianetic Health Form  [B042-026].txt,0.1,0.2,2.1,100.0,2.2,20.9
"800112 — HCO Bulletin — Page, Last Only  [B104-004].txt",99.8,0.2,15.9,100.0,0.7,43.3
710616 Issue 4 — HCO Bulletin — Low TA Assessing  [B142-046].txt,0.1,0.2,2.7,0.1,0.4,0.7
600119 — HCO Bulletin — Project Report Sheets  [B036-011].txt,0.1,0.2,1.9,0.0,0.6,0.6
620623 — HCO Bulletin — Model Session Revised  [B160-013].txt,0.1,0.3,1.1,9.5,0.4,2.3
711031 — HCO Bulletin — CS Rules  [B046-042].txt,0.0,1.8,1.0,0.0,0.3,0.6
630408 — HCO Bulletin — Routine 3M2 - Corrected Line Plots  [B063-013].txt,0.1,0.5,1.0,0.1,0.5,0.4
690522 — HCO Bulletin — Notes on CS Instructions  [B159-027].txt,0.1,0.2,1.0,0.0,0.4,0.3
580912 — HCO Bulletin — Post Case Analysis Routine  [B128-008].txt,0.1,0.2,1.6,0.0,0.4,0.4
"581227 — HCO Bulletin — First First Dynamic Process, The  [B022-100].txt",0.1,0.2,1.7,0.0,0.8,0.5
740321 — HCO Bulletin — End Phenomena  [B098-005].txt,0.1,0.2,1.0,0.0,0.3,0.3
690719 — HCO Bulletin — Dianetics and Illness  [B042-115].txt,0.1,0.2,1.0,0.0,0.7,0.4
"600114 — HCO Bulletin — Black Case, The  [B141-003].txt",0.2,11.8,1.2,97.3,1.0,22.3
"600114 — HCO Bulletin — Black Case, The  [B024-009].txt",0.1,0.2,1.0,2.0,0.4,0.7
620315 — HCO Bulletin — Suppressors  [B002-015].txt,0.1,0.3,0.9,0.0,0.5,0.4
710523 Issue 06 — HCO Bulletin — Auditor Failure to Understand  [B011-061].txt,0.1,0.2,1.0,0.0,0.4,0.3
710831 — HCO Bulletin — Confused Ideas  [B011-147].txt,0.3,0.3,2.0,98.8,0.5,20.4
590224 — HCO Bulletin — Technical Bulletin - 'It is not only unreasonable...'  [B023-034].txt,0.1,0.2,5.6,100.0,11.4,23.5
590907 — HCO Bulletin — 'Nina West our HCO WW US PE Foundation Director...'  [B133-053].txt,0.2,0.3,2.4,0.1,0.5,0.7
601120 — HCO Bulletin — HAS Co-Audit Ended  [B114-041].txt,0.1,0.3,1.4,0.1,0.5,0.5
690623 — HCO Bulletin — FN  [B042-096].txt,0.0,0.2,1.0,0.0,0.4,0.3
600206 — HCO Bulletin — Effect Scale  [B036-030].txt,1.3,0.3,1.1,5.7,0.8,1.8
781030R — HCO Bulletin — Courses - Their Ideal Scene  [B055-055].txt,0.0,0.2,1.0,0.0,0.4,0.3
710307 — HCO Bulletin — Use of Quadruple Dianetics  [B044-022].txt,0.0,0.2,1.0,0.0,0.4,0.3
"650628 — HCO Bulletin — Releases, Different Kinds  [B040-061].txt",0.1,2.1,0.9,0.0,0.4,0.7
740410 — HCO Bulletin — Stage Manners  [B098-007].txt,1.0,0.3,1.0,88.2,0.5,18.2
581201 — HCO Bulletin — 'Permitted to Audit Engrams by Scientology Processes Are...'  [B022-087].txt,0.1,0.3,1.6,0.2,0.4,0.5
600401 — HCO Bulletin — Route to Success in Scientology  [B036-064].txt,24.3,0.4,1.8,100.0,4.9,26.3
650921 — HCO Bulletin — Qualifications Technical Actions  [B040-077].txt,0.1,0.2,1.5,53.1,0.6,11.1
701004 — HCO Bulletin — Case Supervisor Signature  [B043-103].txt,0.6,0.2,5.5,19.1,1.0,5.3
720409 Issue 03 — HCO Bulletin — Clearing List Words in Scientology - Expanded GF40RR  [B012-072].txt,0.1,0.2,0.9,0.0,0.4,0.3
640817 — HCO Bulletin — R6 Co-Auditing - The Processing of End Words Only  [B168-035].txt,0.1,0.2,1.2,0.0,0.4,0.4
791206R — HCO Bulletin — Solo Auditor Drills HCOB - Cancelled  [B055-065].txt,0.1,0.2,3.4,0.8,0.4,1.0
"631017 — HCO Bulletin — R-2C Slow Assessment by Dynamics - Directions for Use of HCO Technical Form of October 17, AD13  [B137-006].txt",0.1,0.2,1.0,0.0,0.4,0.3
600922 — HCO Bulletin — Announcing New Technology  [B036-140].txt,0.3,0.3,1.0,99.9,0.5,20.4
610417 — HCO Bulletin — Training Drills Modernized  [B135-004].txt,0.1,24.7,1.0,0.0,0.6,5.3
590912 — HCO Bulletin — Programming  [B023-173].txt,0.1,0.3,1.2,94.7,0.6,19.4
721216 — HCO Bulletin — Help the PC  [B050-085].txt,0.1,0.2,1.0,50.1,0.4,10.4
810729 Issue 1 — HCO Bulletin — Full Assist Checklists for Injuries and Illnesses  [B056-077].txt,0.1,0.2,1.3,0.0,0.5,0.4
720222 — HCO Bulletin — Word Clearing Method 4  [B165-055].txt,0.0,0.2,0.9,0.0,0.5,0.3
641226 — HCO Bulletin — Routine 0A (Expanded)  [B073-005].txt,0.1,0.2,1.2,2.1,0.5,0.8
720229 — HCO Bulletin — False TA Checklist  [B048-041].txt,0.0,0.2,1.0,0.0,0.6,0.4
591231 — HCO Bulletin — Requirements for HAS Certificates  [B023-285].txt,0.1,0.2,2.4,1.6,0.6,1.0
590630 — HCO Bulletin — 'In a Scientology Organization...'  [B023-106].txt,0.3,0.2,0.9,56.8,0.5,11.8
730610 Issue 2 — HCO Bulletin — How a Cramming Officer Gets His Products  [B051-043].txt,0.1,0.8,1.0,0.0,0.4,0.5
651210 — HCO Bulletin — E-Meter Drill Coaching  [B040-097].txt,0.1,0.2,1.1,0.0,0.4,0.4
690515 — HCO Bulletin — Dirty Needle  [B151-008].txt,0.1,0.2,11.1,1.4,0.4,2.6
710616 Issue 1RA — HCO Bulletin — Rapid TR-2  [B051-034].txt,0.0,0.2,1.0,0.0,0.4,0.3
720902 — HCO Bulletin — Why Finding Drill - One  [B143-008].txt,0.1,0.2,1.0,0.1,0.4,0.3
610706 — HCO Bulletin — Routine 1A  [B135-009].txt,0.1,0.2,1.1,0.1,0.5,0.4
700625 Issue 3 — HCO Bulletin — Fishing a Realization  [B043-063].txt,0.2,0.2,1.0,11.9,0.4,2.7
"710305 — HCO Bulletin — Fantastic New HGC Line, The  [B011-017].txt",0.0,0.2,0.9,0.0,0.4,0.3
591005 — HCO Bulletin — When Is a Process Flat  [B026-007].txt,0.1,0.2,1.1,0.1,0.8,0.5
690303 — HCO Bulletin — Case Gain - Completing Levels  [B159-010].txt,0.0,0.2,0.9,0.0,0.4,0.3
720330 — HCO Bulletin — Primary Correction Rundown - First Cramming Correction  [B012-059].txt,0.0,0.2,1.0,0.0,0.4,0.3
721224 Issue 3 — HCO Bulletin — Integrity Processing Form 03 - Auditor Integrity List  [B050-095].txt,0.1,0.3,1.5,0.4,0.5,0.6
600825 — HCO Bulletin — Powerful Presession Additions  [B141-038].txt,0.1,25.3,1.0,0.9,0.4,5.6
"750214R — HCO Bulletin — L10, L11 and L12 Prerequisites  [B099-001].txt",0.0,0.2,1.6,0.0,0.4,0.5
701026 — HCO Bulletin — Further Remedy for PCs Unable to Go Backtrack  [B010-122].txt,0.1,0.2,2.0,2.0,0.4,0.9
"601125 — HCO Bulletin — New PE, The  [B024-230].txt",0.1,0.4,1.2,16.1,0.4,3.6
650823 — HCO Bulletin — Abbreviations and Symbols of Dianetics and Scientology  [B031-021].txt,0.5,0.3,1.4,99.6,0.4,20.4
630215 — HCO Bulletin — R2 - R3 - Listing Rules  [B003-007].txt,0.0,6.1,0.9,0.3,0.5,1.6
840613 — HCO Bulletin — False Purpose Rundown Correction List  [B079-016].txt,0.0,0.9,0.9,0.0,0.3,0.4
650604 — HCO Bulletin — Class II Model Session  [B005-013].txt,0.0,0.2,1.1,0.6,0.4,0.5
630901 — HCO Bulletin — Routine 3SC  [B039-046].txt,0.1,0.8,1.3,0.1,0.6,0.6
701201 — HCO Bulletin — Dianetics - Triple Flow Action  [B010-136].txt,0.1,0.2,0.9,0.0,0.4,0.3
620329 — HCO Bulletin — CCHs Again - When to Use the CCHs  [B038-014].txt,0.0,0.2,1.0,0.0,0.4,0.3
700615 — HCO Bulletin — Repair Example  [B043-051].txt,0.0,0.2,1.0,0.0,0.4,0.3
590819 — HCO Bulletin — HAS Co-Audit - Finding Terminals  [B035-100].txt,0.1,0.2,13.2,0.0,0.8,2.9
640712 — HCO Bulletin — More on O-Ws  [B004-022].txt,0.1,0.2,1.0,0.0,0.3,0.3
690426 — HCO Bulletin — Bad Indicators  [B075-021].txt,0.1,0.3,1.0,0.5,0.6,0.5
"571102RA — HCO Bulletin — Objective Rundown, An  [B127-008].txt",0.0,0.2,1.0,0.0,0.4,0.3
741201 — HCO Bulletin — Word Clearing Lists for Prepared Lists  [B052-068].txt,0.1,0.3,1.7,0.0,1.2,0.7
570611 — HCO Bulletin — Training and CCH Processes  [B021-030].txt,2.8,1.1,1.0,100.0,1.8,21.3
770121RA — HCO Bulletin — False TA Checklist  [B174-022].txt,0.0,0.2,1.0,0.0,0.4,0.3
720720 Issue 1 — HCO Bulletin — Primary Correction Rundown Handling  [B012-135].txt,0.0,0.2,1.0,0.0,0.4,0.3
591223 — HCO Bulletin — Responsibility  [B133-072].txt,0.8,3.7,1.1,99.9,2.2,21.5
680520 — HCO Bulletin — Overt-Motivator Sequence  [B008-015].txt,0.6,0.2,1.0,0.7,0.4,0.6
711124 — HCO Bulletin — Pressure Somatics in Dianetics  [B047-010].txt,0.1,0.2,1.7,0.2,0.5,0.5
"601107 — HCO Bulletin — Bulletin Check List (WE November 5, 1960)  [B024-220].txt",0.1,21.3,2.3,2.9,3.7,6.1
600124 — HCO Bulletin — OT Procedure  [B024-020].txt,0.2,0.5,1.8,100.0,1.4,20.8
"600707 — HCO Bulletin — Assessment of Help, The  [B114-013].txt",0.1,1.8,1.2,18.6,0.5,4.4
"700821 — HCO Bulletin — Session Grading - Well Done, Definition Of  [B010-100].txt",0.0,0.2,0.9,0.0,0.4,0.3
650604 — HCO Bulletin — Class II Model Session  [B148-008].txt,0.1,0.2,1.0,9.7,0.4,2.3
"650310 — HCO Bulletin — Words, Misunderstood Goofs  [B168-050].txt",0.2,0.2,1.0,100.0,0.4,20.4
720831 Issue 3 — HCO Bulletin — Mid-Confessional Short Assessment  [B050-015].txt,0.0,0.2,1.3,0.0,0.5,0.4
730324 — HCO Bulletin — PTS Rundown Errors  [B013-007].txt,0.0,0.2,1.0,0.0,0.4,0.3
711023 Issue 2 — HCO Bulletin — Personnel Programming Technology  [B046-028].txt,0.0,0.2,1.0,0.0,0.4,0.3
691003 — HCO Bulletin — Dianetic Remedies  [B159-047].txt,0.1,0.2,1.2,0.0,0.4,0.4
671011 — HCO Bulletin — Clay Table Training  [B007-015].txt,0.2,0.2,1.0,75.8,0.6,15.6
"781229R — HCO Bulletin — Suppressed Person Rundown - A Magical New Rundown, The  [B061-037].txt",0.0,0.2,1.0,0.0,0.4,0.3
600325 — HCO Bulletin — Promotion for the PE and Co-Audit  [B024-086].txt,0.2,0.3,1.7,80.9,0.5,16.7
730120R — HCO Bulletin Attachment — Example - PC Examiner Red Tag Log Book  [B051-023].txt,0.2,0.2,1.0,1.3,0.8,0.7
600328 — HCO Bulletin — Letter from Wing and Smokey Angell  [B134-005].txt,0.1,0.4,3.0,4.8,0.6,1.8
820413 — HCO Bulletin — Still Needle and Confessionals  [B061-012].txt,0.1,0.2,1.4,0.0,0.5,0.5
721228R — HCO Bulletin — Auditor's Rights Addition  [B051-021].txt,0.0,0.2,1.4,0.0,0.4,0.4
800630R — HCO Bulletin — Student Rehabilitation List Words  [B059-011].txt,0.1,0.3,1.0,0.0,0.4,0.3
610202 — HCO Bulletin — UK Cases Different  [B037-009].txt,0.0,0.2,1.0,0.0,0.4,0.3
711005 — HCO Bulletin — FNing Auditors  [B046-004].txt,0.0,0.4,1.2,0.0,0.5,0.4
750423RA — HCO Bulletin — Vanishing Cream and False TA  [B055-039].txt,0.1,0.2,1.0,0.0,0.4,0.3
640707 — HCO Bulletin — Justifications  [B030-006].txt,0.1,0.2,1.1,0.0,0.4,0.4
"690519 — HCO Bulletin — Health Form, Use Of - A Brief Description of Auditing  [B159-024].txt",0.1,0.4,1.1,26.8,0.4,5.7
600115 — HCO Bulletin — PAB Mailings  [B024-010].txt,7.9,0.2,4.8,99.8,0.8,22.7
631008 — HCO Bulletin — How to Get TA - Analyzing Auditing  [B039-057].txt,0.0,0.3,1.2,0.0,0.5,0.4
840118 — HCO Bulletin — How to Audit the HRD  [B107-004].txt,0.1,0.2,1.0,0.0,0.3,0.3
800521 — HCO Bulletin — Purification Rundown Case Data  [B056-020].txt,0.1,0.3,1.3,0.0,1.0,0.5
720404 Issue 3R — HCO Bulletin — Ethics and Study Tech  [B096-017].txt,0.1,0.2,1.6,0.0,0.4,0.5
840614 — HCO Bulletin — False Purpose Rundown Basic Form  [B057-065].txt,0.1,0.2,1.2,0.0,0.4,0.4
790215 — HCO Bulletin — Verbal Tech - Penalties  [B055-060].txt,2.2,0.2,2.3,19.4,0.4,4.9
630809 — HCO Bulletin — Definition of Release  [B003-052].txt,0.1,0.2,51.3,21.5,1.0,14.8
801112 Issue 2 — HCO Bulletin — Registrar and Sales Personnel Confessional List  [B171-001].txt,0.1,0.2,1.1,0.0,0.4,0.4
600218 — HCO Bulletin — How to Run O-W and Responsibility  [B024-047].txt,0.1,0.3,1.3,0.2,0.4,0.4
720219R — HCO Bulletin — Dating-Locating  [B051-039].txt,0.1,0.2,0.9,0.0,0.4,0.3
610201 — HCO Bulletin — Security Checks  [B037-008].txt,0.1,0.3,1.6,95.0,0.6,19.5
591005 — HCO Bulletin — When Is a Process Flat  [B133-061].txt,0.1,0.2,1.6,77.1,0.4,15.9
801006 Issue 2 — HCO Bulletin — Supervisor Confessional List  [B059-025].txt,0.1,0.2,1.0,0.0,0.4,0.4
"731203 — HCO Bulletin — Checklist of Processes for the Help Rundown, A  [B051-075].txt",0.0,0.2,1.0,0.0,0.4,0.3
610605 — HCO Bulletin — Processes Allowed  [B028-030].txt,0.1,0.3,1.0,0.0,0.3,0.3
811111 — HCO Bulletin — Cancellation of Destructive Issue  [B060-018].txt,0.1,0.2,1.7,0.4,0.4,0.6
780908RA — HCO Bulletin — Mini List of Grade 0-IV Processes  [B055-052].txt,0.1,0.2,1.0,0.0,0.3,0.3
600203 — HCO Bulletin — Security Check  [B024-029].txt,0.1,0.2,2.1,97.6,1.3,20.3
"690527 — HCO Bulletin — VIII's Nightmare, The  [B009-096].txt",0.1,0.2,1.7,8.1,0.5,2.1
840225 — HCO Bulletin — Depth Perspective  [B057-044].txt,22.9,0.2,1.2,100.0,1.6,25.2
600718 — HCO Bulletin — Information on HASI Ltd and HCO Ltd Status  [B024-168].txt,0.1,1.0,1.0,0.5,0.5,0.6
710405 — HCO Bulletin — Triple and Quad Reruns  [B130-012].txt,0.1,0.2,1.0,0.0,0.5,0.3
611005 — HCO Bulletin — Clean Hands Make a Happy Life  [B028-045].txt,97.4,0.7,1.6,100.0,100.0,59.9
570408 — HCO Bulletin — Group Auditing  [B033-035].txt,0.3,0.3,1.7,99.7,2.7,21.0
600119 — HCO Bulletin — Casualties  [B036-012].txt,0.1,0.3,1.1,0.0,0.4,0.4
621128 — HCO Bulletin — R2-12 - Practical Drills  [B160-040].txt,0.0,0.2,0.9,0.0,0.4,0.3
700921 — HCO Bulletin — Study Definitions  [B010-110].txt,0.4,0.2,1.3,48.9,1.1,10.4
690719 — HCO Bulletin — Dianetics and Illness  [B009-127].txt,0.0,0.2,1.0,0.0,0.5,0.3
610218 — HCO Bulletin — SOP Goals - Marvelous New Breakthrough - Be-Do-Have Coordinated  [B001-012].txt,0.0,0.3,1.0,0.0,0.4,0.3
561203 — HCO Bulletin — BScn - HAA Techniques  [B033-028].txt,0.1,0.2,2.4,100.0,0.4,20.6
"610126 — HCO Bulletin — ''Ultimate'' Processes, The  [B028-006].txt",0.0,0.2,1.0,0.0,0.4,0.3
